Measurement Name :,20230622_SDR710_Run02_Plate04_PI,,Generated On :,"22/06/2023, 17:48:24",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
22.06.23 16:16:20,115.87,201.83,199.23,200.76,242.24,258.25,272.02,258.82,269.41,183.49,269.77,229.13,261.9,251.96,221.08,191.41,211.37,188.18,202.71,260.33,236.81,243.39,150.48,242.81,223.17,,25,965,33,26.13,
22.06.23 16:16:35,116.12,211.88,221.3,211.89,215.68,219.28,265.33,249.47,239.67,252.7,246.4,264.61,282.31,215.54,236.37,182.52,283.48,198.68,253.07,219.63,183.72,215.28,176.04,233,202.98,,25,965,33,26.17,
22.06.23 16:16:50,116.37,189.35,242,224.95,236.3,179.48,228.73,228.78,275.79,232.23,199.53,192.73,208.72,242.35,189.34,206.13,240.86,178.41,197.48,260.65,224.42,228.12,159.87,290.61,205.78,,25,965,33,26.21,
22.06.23 16:17:05,116.62,170.94,172.91,179.12,243.14,203,229.03,232.68,265.93,188.88,212.61,233.04,212.18,212.9,235.76,201.28,234.49,119.32,199.22,282.52,189.51,207.07,144.39,272.55,172.99,,25,965,33,26.24,
22.06.23 16:17:20,116.87,202.71,231.87,193.64,201.58,289.27,270.42,254.44,290.06,248.93,249.82,218.42,268.21,205.02,244.31,159.81,234.49,178.96,217.76,224.16,202.71,179.4,177.71,271.9,156.49,,25,965,33,26.27,
22.06.23 16:17:35,117.12,191.07,188.91,186.6,223.15,249.07,246.3,231.48,281.59,247.68,228.07,228.83,255.34,225.95,227.63,163.8,253.19,192.42,214.48,260.01,166.97,193.79,147.03,238.81,129,,25,965,33,26.28,
22.06.23 16:17:50,117.37,171.22,200.68,180.98,157.31,143.93,216.89,231.48,263.41,197.49,225.07,240.94,227.42,191.83,192.73,161.14,218.98,182.57,172.54,214.24,158.89,184.73,128.51,190.37,198.52,,25,965,33,26.33,
22.06.23 16:18:05,117.62,163.72,233.7,212.73,235.71,208.58,220.42,232.68,215.36,220.73,198.1,207.61,235.78,182.82,196.13,199.01,243.31,230.71,212.11,255.54,218.02,216.47,137.83,227.24,242.87,,25,965,33,26.35,
22.06.23 16:18:20,117.87,236.78,198.94,215.83,228.96,244.68,247.53,269.59,294.01,247.68,258.61,237.28,256.27,258.87,237.89,214.5,257.56,231.61,296.5,267.75,242.46,276.7,178.27,305.44,168.23,,25,965,33,26.38,
22.06.23 16:18:35,118.12,171.78,206.5,202.97,191.63,214.8,232.02,225.49,233.95,203,187.01,282,216.24,197.82,234.25,161.67,221.34,176.47,200.96,225.68,204.49,209.99,180.5,270.29,157.27,,25,965,33,26.39,
22.06.23 16:18:51,118.38,197.74,200.39,212.73,201.3,196.6,210.77,269.59,259.03,215.36,229.58,275.5,217.12,183.66,214.02,148.77,236,167.97,244.6,247,199.16,171.37,159.6,236.97,205.22,,25,965,33,26.42,
22.06.23 16:19:06,118.63,169.27,201.55,187.14,187.53,207.11,203.85,261.02,251.89,224.64,224.47,230.33,210.44,209.67,214.6,187.51,240.25,132.79,252.44,247,161.66,176.9,200.1,183.58,182.1,,25,965,33,26.46,
22.06.23 16:19:21,118.88,208.91,167.39,230.15,204.37,209.76,221.31,235.4,250.35,183.77,265.6,319.29,263.15,204.44,259.55,190.85,271.51,156.1,210.63,238.57,241.51,197.52,145.97,265.46,223.75,,25,965,33,26.48,
22.06.23 16:19:36,119.13,211.58,192.61,208.81,226.34,248.75,257.15,244.84,253.43,227.67,224.47,278.74,236.08,205.31,230.93,192.81,194.72,156.1,238.09,214.54,212.57,204.16,203.29,230.57,171.4,,25,965,33,26.49,
22.06.23 16:19:51,119.38,192.81,248.84,211.61,225.18,251.59,184.65,212.24,230.07,218.64,207.06,196.98,233.38,235.01,143.85,193.65,269.91,204.44,228.6,271.33,238.06,200.39,206.19,213.53,251,,25,965,33,26.53,
22.06.23 16:20:06,119.63,197.16,222.19,202.14,211.42,202.42,259.03,251.33,241.19,203.87,220,250.49,204.13,197.82,229.73,188.06,229.08,146.04,212.4,189.66,197.4,190.66,169.96,255.93,202.98,,25,965,33,26.56,
22.06.23 16:20:21,119.88,186.77,219.8,160.32,211.42,233.85,229.33,257.88,313.11,198.64,232.61,292.53,224.75,216.72,232.13,196.18,263.55,181.46,289.44,247,221.06,188.11,155.83,196.07,228.98,,25,965,33,26.56,
22.06.23 16:20:36,120.13,189.06,220.1,175.95,208.31,223.5,228.13,241.48,252.2,212.99,207.35,213.43,230.99,214.95,214.89,165.68,270.23,155.84,228.6,263.54,242.78,251.79,173.27,214.12,224.91,,25,965,33,26.59,
22.06.23 16:20:51,120.38,213.97,222.49,202.14,243.73,241.88,272.66,274.08,241.49,177.31,282.11,219.9,247.63,234.7,260.5,171.6,213.7,198.4,215.07,273.61,182,205.03,156.91,235.44,217.41,,25,965,33,26.6,
22.06.23 16:21:06,120.63,185.05,228.52,240.08,245.53,221.69,231.42,200.41,249.73,237.44,264.01,259.55,228.01,222.66,213.72,182.52,227.58,181.18,224.66,252.36,198.58,226.32,190.65,200.68,188.88,,25,965,33,26.61,
22.06.23 16:21:21,120.88,185.62,210.9,219.81,220.27,226.83,319.9,278.92,255.6,228.27,227.77,259.55,238.5,224.75,235.76,169.98,217.51,199.83,259.41,236.41,247.21,190.09,176.32,254.98,223.46,,25,965,33,26.63,
22.06.23 16:21:37,121.15,239.26,250.41,209.93,238.08,274.06,264.07,241.17,256.54,241.76,208.22,198.12,265.04,180.86,184.3,191.69,264.5,175.92,205.63,257.77,210.47,229.94,176.87,225.74,255.56,,25,965,33,26.64,965B6-(E1);
22.06.23 16:21:52,121.4,144.17,253.87,206.02,200.19,163.09,221.9,260.08,194.22,213.88,269.45,249.56,272.02,180.58,250.49,188.34,258.51,214.64,199.51,233.32,209.27,213.22,187.25,273.52,223.75,,25,965,33,26.66,
22.06.23 16:22:07,121.65,213.07,201.84,210.49,213.69,150.61,250.93,249.78,214.2,269.31,261.78,260.82,277.47,192.96,240.94,181.97,244.54,241.05,234.09,260.01,218.62,182.76,210.88,205.61,238.7,,25,965,33,26.67,
22.06.23 16:22:22,121.9,191.65,232.78,217.25,210.28,200.38,254.65,239.04,208.13,258.09,232.61,277.77,241.53,187.59,200.7,161.94,214.29,157.97,221.05,264.51,192.42,231.45,188.1,283.99,171.4,,25,965,33,26.69,
22.06.23 16:22:37,122.15,179.09,238.91,206.3,236.89,225.92,230.52,223.71,279.97,239.91,256.72,249.56,241.22,228.65,259.87,178.95,244.54,149.99,244.29,258.73,246.26,212.93,199.81,270.61,195.2,,25,965,33,26.7,
22.06.23 16:22:52,122.4,179.37,183.81,203.52,205.78,208.87,265.97,232.98,280.94,194.03,250.14,219.9,234.58,196.38,210.51,168.36,261.97,185.09,213.59,234.55,225.04,232.66,149.42,223.93,229.86,,25,965,33,26.7,
22.06.23 16:23:07,122.65,174.02,215.93,184.19,213.4,246.56,287.25,222.23,256.22,247.68,263.69,275.5,227.42,220.87,222.27,164.07,234.49,208.79,227.39,225.07,255.84,225.11,186.12,204.16,162.2,,25,965,33,26.71,
22.06.23 16:23:23,122.92,184.2,186.64,196.09,223.73,185.99,190.23,263.86,224.44,200.09,256.4,271.64,220.34,233.18,253.29,199.57,246.69,185.37,233.79,193.98,208.37,208.23,217.07,222.44,183.99,,25,965,33,26.71,
22.06.23 16:23:38,123.17,177.11,202.42,186.87,201.58,240.95,286.6,207.89,266.25,260.95,180.56,222.56,248.86,224.75,224.64,163.54,239.04,169.88,196.61,289.86,179.42,174.96,171.61,267.71,173.79,,25,965,33,26.71,
22.06.23 16:23:53,123.42,190.79,218.01,215.27,215.97,152.76,269.78,232.98,205.55,245.18,265.92,230.33,244.87,247.29,243.69,174.86,259.13,186.21,193.73,296.27,193.29,256.82,193.5,236.05,202.14,,25,965,33,26.73,
22.06.23 16:24:08,123.67,208.61,215.04,199.93,225.76,245.3,273.95,283.48,248.2,182.64,234.73,239.72,227.42,205.31,258.92,210.16,251.02,178.41,238.71,283.51,217.11,226.62,218.56,287.29,213.7,,25,965,33,26.73,
22.06.23 16:24:23,123.92,198.9,197.78,226.68,226.92,209.46,216.02,244.84,275.15,212.39,184.2,239.72,262.84,236.22,231.53,164.6,238.12,207.62,228.3,206.53,220.45,197.23,163.94,250.27,202.14,,25,965,33,26.74,
22.06.23 16:24:38,124.17,166.77,198.07,205.74,202.42,181.74,248.45,220.16,221.79,209.15,197.24,239.72,268.84,212.9,245.54,161.4,233.89,151.84,216.86,218.73,195.05,206.19,153.15,196.36,190.8,,25,965,33,26.74,
22.06.23 16:24:53,124.42,174.58,222.79,222.66,214.54,225.31,266.28,223.41,226.51,234.98,219.4,248.63,197.31,196.96,234.25,164.34,283.15,170.42,204.17,205.35,213.48,236.02,176.04,290.61,215.12,,25,965,33,26.74,
22.06.23 16:25:09,124.68,176.55,229.74,207.41,198.8,238.47,271.7,248.54,196.75,208.85,290.37,260.18,257.52,192.4,224.94,161.67,219.86,179.24,211.81,254.9,205.98,257.14,149.95,235.74,213.41,,25,965,33,26.74,
22.06.23 16:25:24,124.93,181.35,207.08,188.76,222.57,213.31,252.48,245.77,227.39,231.92,244.86,271.96,276.82,228.65,244.62,223.57,274.72,200.4,241.8,212.75,191.25,240.92,189.51,268.35,234.85,,25,965,33,26.74,
22.06.23 16:25:39,125.18,182.49,213.26,223.52,203.25,213.31,253.41,231.18,267.51,221.03,300.75,263.98,241.22,171.73,248.32,200.71,241.78,187.62,181.21,268.72,186.9,299.58,186.4,275.14,164.55,,25,965,33,26.74,
22.06.23 16:25:54,125.43,209.8,182.68,219.24,213.97,166.67,249.69,178.8,240.88,194.89,247.02,251.11,240.01,212.31,203.28,187.78,291.7,190.72,212.7,207.71,215.59,278.99,179.1,269.96,211.42,,25,965,33,26.73,
22.06.23 16:26:09,125.68,192.81,205.33,248.99,206.62,190.27,292.86,278.6,235.75,220.13,259.88,275.5,256.27,208.22,260.5,172.68,278.92,167.15,303.63,260.97,237.43,236.02,201.55,242.19,220.57,,25,965,33,26.74,
22.06.23 16:26:24,125.93,202.71,190.33,212.45,171.7,218.09,225.75,208.76,213.62,226.15,248.27,246.46,237.59,179.75,244.31,162.2,300.36,150.78,178.68,223.86,217.41,217.06,163.13,301.03,211.99,,25,965,33,26.73,
22.06.23 16:26:39,126.18,177.96,196.92,200.21,196.58,207.69,290.54,255.06,230.66,239.91,209.68,256.41,274.58,182.26,266.84,211.6,267.04,173.71,216.27,230.87,160.27,243.7,218.26,262.91,282.41,,25,965,33,26.71,965B6-(E1);
22.06.23 16:26:54,126.43,228.47,240.76,202.69,200.47,237.85,226.94,243.92,260.28,227.67,207.35,200.12,254.41,239.59,246.77,221.22,261.34,210.24,196.61,313.09,221.97,218.84,191.79,225.74,221.72,,25,965,33,26.73,
22.06.23 16:27:09,126.68,200.37,208.84,236.26,212.55,208.87,280.73,204.14,269.41,186.32,244.86,254.22,234.88,222.66,240.02,200.14,202.7,165.52,205.34,303.77,176.85,262.21,130.06,190.65,179.94,,25,965,33,26.71,
22.06.23 16:27:25,126.95,192.23,192.9,211.89,208.03,180.04,223.67,218.69,251.27,196.33,214.67,245.23,272.98,195.53,196.41,164.6,237.21,146.04,169.49,226.9,224.42,216.17,210.29,235.74,240.49,,25,965,33,26.71,
22.06.23 16:27:40,127.2,189.64,228.83,228.7,215.4,175.27,204.71,235.09,254.67,255.55,296.04,227.63,259.7,203.28,248.01,182.52,257.56,224.41,261.01,277.56,258.42,217.95,179.94,268.67,238.11,,25,965,33,26.7,
22.06.23 16:27:55,127.45,182.77,198.65,210.49,224.31,188.55,256.84,251.02,243.92,187.74,294.37,238.19,218.58,233.49,242.77,173.23,264.5,159.32,268.08,302.4,244.99,214.69,168.86,193.21,208.31,,25,965,33,26.69,
22.06.23 16:28:10,127.7,194.25,196.34,224.38,211.13,213.91,250.62,270.55,261.22,229.49,243.62,245.54,256.27,192.68,203.85,186.67,254.13,194.4,190.87,258.09,240.26,224.51,157.98,296.64,173.26,,25,965,33,26.69,
22.06.23 16:28:25,127.95,217.56,212.38,215.27,207.46,244.37,248.76,242.39,281.59,237.44,251.07,261.13,299.4,244.51,263.66,180.05,260.71,209.95,168.11,324.32,282.45,247.11,126.97,248.71,220.28,,25,965,33,26.67,
22.06.23 16:28:40,128.2,194.54,200.97,222.95,207.18,225.01,266.6,237.21,281.27,226.15,257.35,269.39,223.28,210.55,221.38,192.53,256.94,128.18,255.6,267.1,227.19,235.1,168.32,281.03,235.15,,25,965,33,26.67,
22.06.23 16:28:55,128.45,176.55,203.29,201.59,218.83,238.47,254.65,241.48,284.84,191.74,252.32,237.89,280.69,226.25,279.39,161.4,250.09,157.71,213.29,325.38,183.72,229.94,252.78,245.29,199.07,,25,965,33,26.66,
22.06.23 16:29:10,128.7,217.26,235.53,214.14,213.12,244.99,262.8,276.33,290.72,206.8,268.49,268.12,209.29,205.31,257.04,167.29,276.01,209.95,183.75,262.9,206.58,284.57,189.23,281.35,244.67,,25,965,33,26.67,
22.06.23 16:29:25,128.95,201.24,232.78,235.39,232.18,235.69,296.84,272.79,308.7,268.34,264.01,245.54,272.02,246.98,254.22,197.59,253.19,199.54,288.44,251.73,163.33,239.38,230.57,229.96,209.16,,25,965,33,26.67,
22.06.23 16:29:40,129.2,230.62,238.29,214.99,208.87,248.44,298.17,278.92,258.4,232.84,224.77,206.16,236.38,247.6,205.01,190.29,214.87,211.12,268.73,235.17,214.99,165.62,153.15,158.79,210.57,,25,965,33,26.67,
22.06.23 16:29:55,129.45,193.1,188.05,255,240.75,246.24,248.45,264.18,268.14,241.76,172.53,261.13,281.02,262.36,292.19,173.77,259.45,192.98,254.96,309.28,240.57,252.1,228.45,287.29,237.22,,25,965,33,26.7,
22.06.23 16:30:10,129.7,231.23,247.28,203.25,222.28,235.38,251.86,279.57,238.46,250.81,300.41,288.56,230.09,250.09,240.63,159.81,278.92,173.71,171.43,236.41,232.76,261.57,200.1,179.1,202.42,,25,965,33,26.71,
22.06.23 16:30:26,129.97,148.73,219.8,212.45,260.11,188.27,287.91,276.01,263.73,254.91,238.09,214.89,217.7,245.12,212.55,181.7,263.23,187.05,222.85,239.81,242.46,205.32,153.69,232.09,199.63,,25,965,33,26.71,
22.06.23 16:30:41,130.22,234.62,189.76,208.81,222.57,275.04,269.15,239.04,233.35,215.36,220.89,201.56,260.64,168.72,263.98,179.77,252.88,160.93,240.25,280.2,271.81,182.76,181.62,247.46,190.52,,25,965,33,26.74,
22.06.23 16:30:56,130.47,180.5,226.71,224.38,226.34,240.32,274.59,256,261.84,243,230.49,233.34,247.63,205.89,260.18,200.71,285.44,173.71,206.51,261.61,199.75,218.54,116.56,232.69,229.28,,25,965,33,26.74,
22.06.23 16:31:11,130.72,214.56,197.5,224.38,214.83,244.06,272.66,239.04,221.2,215.36,227.77,241.55,214.21,219.98,197.84,213.92,320.12,204.44,234.4,280.2,197.1,209.11,190.93,182.46,201.3,,25,965,33,26.77,
22.06.23 16:31:26,130.97,208.61,224.6,210.21,187.26,241.57,220.13,212.24,255.29,206.21,311.65,188.22,256.27,216.43,244.62,192.25,222.52,181.18,285.11,213.94,221.36,237.85,164.76,283,189.98,,25,965,33,26.81,
22.06.23 16:31:41,131.22,193.1,211.2,213.58,244.93,202.12,226.34,215.16,221.79,209.74,264.96,221.08,237.29,202.13,262.4,193.65,239.04,195.83,209.16,264.84,185.45,248.98,158.25,279.39,214.55,,25,965,33,26.81,
22.06.23 16:31:56,131.47,194.83,199.52,218.95,213.97,223.8,231.72,270.23,281.27,259.68,235.95,202.7,276.5,202.42,259.24,190.01,260.71,192.98,223.16,289.86,184.59,239.38,200.97,264.82,215.69,,25,965,33,26.81,
22.06.23 16:32:11,131.72,187.34,207.38,240.08,261.65,204.17,265.65,282.83,262.16,248.62,266.56,207.32,262.84,235.61,285.6,167.02,326.72,182.02,196.61,237.95,238.06,228.12,194.64,234.83,188.88,,25,965,33,26.83,
22.06.23 16:32:26,131.97,204.77,211.49,247.5,211.98,247.5,272.34,244.84,255.29,266.41,222.68,233.04,254.41,215.84,241.85,180.32,250.09,119.07,234.4,221.14,253.91,199.82,143.6,186.68,192.99,,25,965,33,26.83,
22.06.23 16:32:41,132.22,193.38,227.62,208.81,233.94,187.98,273.3,272.79,299.65,243.94,259.24,223.16,213.92,200.11,288.23,170.25,265.13,154.77,239.94,254.26,217.11,187.54,199.24,234.83,205.78,,25,965,33,26.84,
22.06.23 16:34:28,134,178.52,260.21,204.91,216.54,171.09,337.4,215.16,254.05,190.31,250.14,186.26,295.75,267.14,180.97,204.13,285.11,177.57,187.16,232.09,251.03,173.85,164.22,257.19,236.04,,25,965,33,26.8,965D6-(E1);
22.06.23 16:34:43,134.25,214.56,198.36,232.76,298.83,262.73,352.84,272.15,272.28,225.85,255.14,256.41,297.07,210.26,225.54,206.13,269.59,209.08,221.95,274.6,260.69,258.09,181.9,263.22,259.24,,25,965,33,26.83,965D6-(E1);
22.06.23 16:34:58,134.5,208.31,271.13,175.95,200.19,156.28,312.01,239.34,258.09,188.31,235.34,178.2,235.18,227.75,181.52,149.55,235.4,201.55,197.19,279.53,198.58,216.17,137.83,252.78,164.81,,25,965,33,26.85,965D6-(E1);
22.06.23 16:35:13,134.75,243.95,242,190.65,189.44,240.95,208.74,229.38,260.9,241.45,205.02,276.15,214.79,173.11,195.84,166.75,188.25,192.42,285.45,197.75,197.99,237.54,199.81,182.74,219.99,,25,965,33,26.86,965D6-(E1);
22.06.23 16:35:28,135,202.42,203.87,221.52,207.74,353.55,234.73,221.34,186.41,236.21,199.53,233.04,226.82,213.78,249.87,212.47,246.07,125.38,284.45,266.45,258.42,199.24,156.37,238.19,203.81,,25,965,33,26.88,965D6-(E1);
22.06.23 16:35:43,135.25,184.48,264.04,218.39,248.84,230.48,287.58,223.12,223.55,312.81,240.54,224.64,201.85,209.09,311.04,184.46,236.3,195.83,235.01,281.19,212.27,229.33,181.9,288.95,204.09,,25,965,33,26.88,965D6-(E1);
22.06.23 16:35:58,135.5,242.69,255.13,215.27,207.46,210.94,276.52,249.47,242.4,228.58,253.57,256.41,282.31,244.2,240.02,217.7,244.54,245.35,204.17,296.95,274.12,183.88,271.58,243.74,263.56,,25,965,33,26.92,965D6-(E1);
22.06.23 16:36:13,135.75,193.1,192.04,216.68,172.76,212.72,265.33,197.56,239.97,180.67,220.89,242.77,220.34,199.25,191.88,202.42,329.17,95.91,241.18,268.72,219.54,266.68,184.71,215.89,264.49,,25,965,33,26.92,965D6-(E1);
22.06.23 16:36:28,136,197.45,234.31,217.25,196.31,153.84,186.32,227.88,249.12,208.85,164.06,242.47,221.51,261.41,215.19,178.13,233.58,156.9,292.46,309.28,283.12,215.28,233.91,200.68,229.86,,25,965,33,26.92,965D6-(E1);
22.06.23 16:36:43,136.25,204.47,225.8,248.69,165.63,266.91,261.54,248.54,279.65,227.67,259.24,257.67,279.72,245.43,341.82,241.22,338,168.79,208.86,284.18,266.55,270.22,195.5,273.85,227.23,,25,965,33,26.94,965D6-(E1);
22.06.23 16:36:58,136.5,256.92,253.24,194.46,217.68,294.65,246.91,263.55,219.73,191.45,255.14,214.31,251.94,294.61,272.28,150.85,297.01,152.64,248.04,252.04,225.96,243.7,223.34,321.32,237.52,,25,965,33,26.95,965D6-(E1);
22.06.23 16:37:13,136.75,203,205.33,224.09,236.3,224.4,196.72,171.67,230.07,186.89,180.56,250.18,236.38,188.43,200.41,162.47,246.07,147.88,223.76,291.88,202.42,189.24,145.44,241.88,216.55,,25,965,33,26.95,965D6-(E1);
22.06.23 16:37:28,137,248.35,193.76,220.66,223.15,269.83,277.49,289.39,253.74,260.95,294.37,317.57,280.05,223.55,224.94,258.46,329.52,212,324.09,359.55,173.16,263.17,238.81,302.38,246.77,,25,965,33,26.96,965D6-(E1);
22.06.23 16:37:43,137.25,170.66,216.82,208.25,178.62,347.31,239.27,282.5,239.67,218.64,309.25,223.45,257.21,238.06,293.52,162.47,233.58,168.51,134.57,263.54,244.35,170.27,185.27,210.29,206.9,,25,965,33,26.96,965D6-(E1);
22.06.23 16:37:58,137.5,169.54,220.1,189.57,230.71,304.51,263.75,244.84,241.19,205.33,165.41,217.54,273.3,209.97,215.48,182.52,277.95,145.78,159.08,316.23,143.31,207.36,82.76,261.95,197.96,,25,965,33,26.96,965D6-(E1);
22.06.23 16:38:13,137.75,181.64,192.33,231.6,213.12,198.63,249.07,206.73,200.71,208.27,164.33,211.97,281.99,205.89,290.21,172.41,362.65,100.03,186.87,218.13,252.31,191.23,91.16,249.33,155.97,,25,965,33,26.96,965D6-(E1);
22.06.23 16:38:28,138,195.7,184.94,181.78,216.54,270.15,213.1,228.78,220.91,206.8,227.77,289.22,267.57,256.04,219.9,138.69,187.13,243.2,265.82,248.89,221.06,180.24,276.45,221.84,238.11,,25,965,33,26.99,965D6-(E1);
22.06.23 16:38:43,138.25,192.52,205.62,211.89,254.3,226.83,264.7,242.09,214.49,198.64,191.25,336.83,275.22,249.78,190.19,173.77,260.08,130.48,182.62,260.01,143.04,198.66,128.77,217.37,211.99,,25,965,33,26.99,965D6-(E1);
22.06.23 16:38:58,138.5,212.47,256.71,230.15,233.35,205.64,404.23,270.55,212.17,227.97,243.93,213.43,232.78,268.75,211.68,224.16,251.33,177.3,230.43,308.24,199.75,256.19,186.68,244.98,301.21,,25,965,33,26.99,965D6-(E1);
22.06.23 16:39:13,138.75,232.77,222.19,240.67,135.5,264.01,224.86,220.75,297.32,215.66,294.03,201.84,273.94,272.93,278.09,186.67,259.45,149.46,214.48,203,258.42,229.63,126.46,226.34,226.07,,25,965,33,26.99,965D6-(E1);
22.06.23 16:39:28,139,168.43,227.31,223.52,185.09,193.14,220.72,192.18,245.14,161.57,210.85,204.14,207.28,199.82,230.93,172.68,237.82,175.09,201.54,288.52,163.89,192.94,180.22,245.91,246.77,,25,965,33,26.99,965D6-(E1);
22.06.23 16:39:43,139.25,188.2,206.5,243.63,224.89,277.01,256.21,199.84,261.22,273.86,187.29,286.91,288.17,271.96,194.43,154.26,243.31,245.35,236.24,284.84,226.27,214.4,151.01,264.82,286.9,,25,965,33,27,965D6-(E1);
22.06.23 16:39:58,139.5,198.32,154.08,227.55,231.3,223.2,238.06,198.99,179.8,208.85,209.97,184.3,228.31,299.65,202.42,150.07,286.43,201.27,285.45,235.48,187.19,228.42,237.88,237.27,203.53,,25,965,33,27,965D6-(E1);
22.06.23 16:40:13,139.75,156.86,170.14,166.78,210.28,178.92,175.55,218.39,229.18,153.98,266.56,251.73,245.49,184.78,218.13,149.29,245.46,156.9,207.98,184.23,170.06,236.32,176.6,297.31,119.23,,25,965,33,27,965D6-(E1);
22.06.23 16:40:28,140,175.7,202.13,226.68,202.7,348.77,287.58,251.95,277.4,189.45,204.73,248.01,270.43,181.98,240.94,168.9,263.23,135.36,235.93,258.41,199.16,224.21,192.07,305.44,175.39,,25,965,33,26.99,965D6-(E1);
22.06.23 16:40:43,140.25,226.95,250.09,201.31,188.62,292.29,346.34,227.28,240.28,239.29,222.98,280.37,265.99,214.07,300.88,251.94,262.92,222.92,227.99,272.63,262.31,299.58,218.56,271.58,194.37,,25,965,33,26.99,965D6-(E1);
22.06.23 16:40:59,140.52,180.78,215.93,270.62,248.24,232.93,364.21,285.77,279.97,231.31,207.93,213.14,300.74,244.51,248.01,237.59,404.19,161.47,270.02,316.23,231.52,270.54,154.49,311.26,240.49,,25,965,33,27,965D6-(E1);
22.06.23 16:41:14,140.77,160.42,245.41,227.26,231.01,187.41,272.02,234.19,222.96,290.03,258.3,151.2,243.05,278.77,236.98,240.01,252.57,205.01,250.55,291.88,292.58,289.87,169.96,260.68,183.45,,25,965,33,27.02,965D6-(E1);
22.06.23 16:41:29,141.02,189.64,234.61,217.53,246.13,258.57,279.43,302.38,242.7,215.95,272.03,298.86,296.08,275.52,242.77,205.84,265.45,238.6,278.84,292.55,318.25,317.38,194.36,257.82,305.17,,25,965,33,27.02,965D6-(E1);
22.06.23 16:41:44,141.27,182.2,198.36,233.05,255.52,240.95,338.82,248.23,295,234.67,235.95,283.3,248.24,214.07,318.26,209.87,265.13,207.04,245.22,263.22,202.71,292.2,188.38,220.05,182.37,,25,965,33,27.02,965D6-(E1);
22.06.23 16:41:59,141.52,210.09,183.53,179.39,184.01,201.54,202.42,253.81,249.73,160.75,205.02,227.93,271.38,187.87,172.7,141.26,201.84,167.15,176.72,326.8,111.2,211.75,110.79,197.51,229.28,,25,965,33,27.02,965D6-(E1);
22.06.23 16:42:14,141.77,215.76,247.59,211.05,254.91,226.52,276.84,235.4,215.94,193.17,254.2,197.84,260.96,234.4,329.05,147.73,232.38,231.31,243.04,282.52,221.06,289.2,155.03,231.17,268.22,,25,965,33,27.03,965D6-(E1);
22.06.23 16:42:29,142.02,221.48,242.62,227.26,250.05,240.32,325.45,234.19,225.91,236.52,323.08,246.46,281.02,186.18,221.08,192.53,222.82,203.57,156.37,312.74,220.14,272.16,133.15,390.11,206.06,,25,965,33,27.06,965D6-(E1);
22.06.23 16:42:44,142.27,208.31,206.79,224.95,227.21,258.57,188.55,264.18,270.37,243,167.05,242.77,288.5,238.06,240.02,193.93,258.51,154.5,258.14,216.03,239.63,221.22,150.48,210.58,241.68,,25,965,33,27.08,965D6-(E1);
22.06.23 16:42:59,142.52,245.83,170.97,201.86,220.27,198.05,283.66,213.99,297.65,212.1,260.51,255.47,257.21,204.73,193.58,200.43,258.51,165.79,220.15,370.45,262.96,232.06,159.6,276.77,203.81,,25,965,33,27.1,965D6-(E1);
22.06.23 16:43:14,142.77,166.49,169.32,222.09,254.91,298.03,216.02,230.88,263.73,280.41,242.69,216.36,274.9,256.67,252.66,167.82,288.07,174.54,251.81,278.87,223.5,236.02,144.65,218.26,219.71,,25,965,33,27.11,965D6-(E1);
22.06.23 16:43:29,143.02,230,246.03,265.06,202.42,217.49,179.67,228.18,277.08,214.17,294.37,201.84,313.55,267.14,175.72,140.49,328.47,221.13,125.75,258.09,194.46,213.81,203,243.43,183.45,,25,965,33,27.14,965D6-(E1);
22.06.23 16:43:44,143.27,165.93,238.91,204.63,222.86,159.54,266.92,248.54,259.96,191.16,251.07,237.89,282.31,218.79,276.8,187.23,224.3,187.05,232.26,253.31,195.05,221.22,163.67,324.47,179.94,,25,965,33,27.17,965D6-(E1);
22.06.23 16:43:59,143.52,227.25,230.65,215.83,215.97,207.99,298.17,182.11,263.73,259.04,264.01,245.23,271.7,224.15,221.67,202.13,328.82,153.44,219.25,233.32,213.18,264.44,78.49,296.3,172.46,,25,965,33,27.17,965D6-(E1);
22.06.23 16:44:14,143.77,231.85,220.4,200.21,226.92,268.21,273.95,200.13,236.35,245.18,284.41,260.82,246.1,219.98,241.85,184.18,303.72,245.04,198.64,267.1,221.36,227.82,240.96,233.3,193.82,,25,965,33,27.19,965D6-(E1);
22.06.23 16:44:29,144.02,195.12,236.76,268.76,200.19,192.57,179.94,306.09,270.37,287.03,218.22,223.45,249.47,223.26,224.64,183.9,291.37,265.11,250.86,265.16,252.31,178.01,145.18,244.67,253.13,,25,965,33,27.2,965D6-(E1);
